POS	exp01	exp10
2626	1.987	1.17
2627	7.224	21.62
2628	5.943	11.79
2629	5.672	8.365
2630	5.81	8.114
2631	3.286	43.19
2632	16.38	12.12
2633	4.506	4.606
2634	11.75	12.51
2635	11.67	19.27
2636	12.17	12.89
2637	11.67	19.27
2638	1.982	1.12
2639	1.982	1.12
2640	1.982	1.12
2641	1.982	1.12
2642	1.616	0.6592
2643	2.001	1.118
2644	5.472	26.04
2645	6.967	34.42
2646	10.17	67.19
2647	1.962	6.675
2648	2.806	6.512
2649	2.407	7.092
2650	4.069	3.853
2651	1.833	0.9104
2652	7.674	7.433
2653	1.996	1.399
2654	7.367	15.33
2655	3.448	2.472
2656	10.73	8.033
2657	1.8	7.355
2658	2.478	0.6159
2659	1.375	1.642
2660	2.798	9.423
2661	1.668	0.8305
2662	4.052	6.926
2663	1.529	0.7101
2664	1.67	0.726
2665	1.67	0.726
2666	4.874	2.414
2667	8.806	7.187
2668	5.653	4.841
2669	2.551	1.366
2670	1.833	0.9104
2671	1.833	0.9104
2672	2.145	4.39
2673	2.02	1.29
2674	2.698	0.8522
2675	1.954	1.144
2676	2.669	1.238
