POS	prob01	prob10
2610	1.924	1.068
2611	1.924	1.068
2612	3.214	1.604
2613	3.214	1.604
2614	3.214	1.604
2615	3.214	1.604
2616	3.214	1.604
2617	3.214	1.604
2618	3.214	1.604
2619	3.214	1.604
2620	2.003	1.31
2621	2.003	1.31
2622	2.003	1.31
2623	2.003	1.31
2624	2.003	1.31
2625	2.003	1.31
2626	1.965	1.147
2627	7.016	21.29
2628	5.78	11.59
2629	5.539	8.195
2630	5.664	7.955
2631	3.205	42.92
2632	15.6	11.3
2633	4.428	4.523
2634	11.41	12.13
2635	11.25	18.73
2636	11.77	12.46
2637	11.25	18.73
2638	1.96	1.098
2639	1.96	1.098
2640	1.96	1.098
2641	1.96	1.098
2642	1.578	0.6475
2643	1.978	1.095
2644	5.327	25.8
2645	6.743	33.91
2646	9.542	65.14
2647	1.941	6.652
2648	2.762	6.461
2649	2.372	7.041
2650	3.997	3.775
2651	1.811	0.8924
2652	7.449	7.151
2653	1.974	1.375
2654	7.159	15.11
2655	3.397	2.417
2656	10.43	7.698
2657	1.793	7.345
2658	2.467	0.6062
2659	1.37	1.637
2660	2.753	9.345
2661	1.655	0.8172
2662	3.973	6.836
2663	1.519	0.7008
2664	1.656	0.7128
2665	1.656	0.7128
2666	4.782	2.312
2667	8.555	6.893
2668	5.522	4.699
2669	2.538	1.352
2670	1.811	0.8924
2671	1.811	0.8924
2672	2.121	4.361
2673	1.998	1.267
2674	2.679	0.8337
2675	1.932	1.123
2676	2.648	1.213
