# log Likelihood of tree (entire data)=	-1.185e+05
POS	logLofPos
210	-82.56
211	-80.67
212	-85.25
213	-82.7
214	-80.67
215	-81.57
216	-78.92
217	-80.67
218	-34.43
219	-81.16
220	-15.75
221	-113.4
222	-103.6
223	-78.65
224	-28.12
225	-40.88
226	-19.12
227	-87.61
228	-93.72
229	-93.72
230	-96.49
231	-97.13
232	-73.19
233	-98.28
234	-67.84
235	-39.24
236	-77.04
237	-30.89
238	-24.52
239	-16.36
240	-88.73
241	-37.98
242	-25.78
243	-25.78
244	-7.498
245	-110.4
246	-108.7
247	-125.6
248	-12.72
249	-56
250	-28.79
251	-11.55
252	-52.2
253	-54.74
254	-71.86
255	-56.98
256	-71.7
257	-19.87
258	-78.04
259	-53.09
260	-13.59
261	-83.43
262	-92.18
263	-7.718
264	-13.48
265	-12.78
266	-28.31
267	-33.24
268	-22.35
269	-33.49
270	-39.29
271	-57.48
272	-69.72
273	-67.73
274	-63.44
275	-23.84
276	-23.29
277	-42.2
278	-7.946
279	-51.49
280	-31.54
281	-78.47
282	-55.29
283	-81.76
284	-39.71
285	-9.552
286	-52.23
287	-9.552
288	-37.19
289	-87.07
290	-18.9
291	-87.57
292	-74.35
293	-12.91
294	-9.988
295	-29.6
296	-38.28
297	-14.34
298	-12.5
299	-12
300	-90.81
301	-82.88
302	-117.1
303	-20.84
304	-185.1
305	-76.52
306	-45.12
307	-82.77
308	-81.17
309	-31.08
310	-61.28
311	-58.93
312	-30.64
313	-12.29
314	-7.934
315	-11.95
316	-46.51
317	-14.76
318	-84.56
319	-31.49
320	-37.23
321	-38.27
322	-23.23
323	-64.15
324	-53.21
325	-7.15
326	-33.1
327	-35.13
328	-90.81
329	-38.85
330	-43.67
331	-59.7
332	-55.54
333	-85.02
334	-10.71
335	-31.35
336	-81.1
337	-104.3
338	-50.8
339	-6.736
340	-47.92
341	-95.04
342	-70.48
343	-16
344	-103.2
345	-72.35
346	-101.3
347	-18.97
348	-41.81
349	-66.26
350	-42.94
351	-95.97
352	-90.95
353	-7.205
354	-42.23
355	-91.53
356	-99.65
357	-51.07
358	-28.21
359	-50.47
360	-77.63
361	-38.51
362	-97.48
363	-67.82
364	-113.7
365	-20.36
366	-80.89
367	-50.22
368	-43.29
369	-7.793
370	-93.47
371	-21.69
372	-30.48
373	-96.08
374	-121.7
375	-23.49
376	-12.47
377	-116.6
378	-110.1
379	-61.45
380	-88.79
381	-39.82
382	-7.159
383	-7.337
384	-37.21
385	-60.96
386	-63.65
387	-94
388	-87.69
389	-77.45
390	-96.66
391	-35.81
392	-110.5
393	-41.33
394	-76.7
395	-80.82
396	-76.79
397	-100.3
398	-60.38
399	-75.97
400	-50.99
401	-83.93
402	-32.39
403	-28.33
404	-30.99
405	-45.59
406	-46.26
407	-32.86
408	-46.97
409	-112.5
410	-78.38
411	-60.73
412	-43.23
413	-39.81
414	-7.54
415	-53.16
416	-54.98
417	-42.65
418	-38.85
419	-90.2
420	-38.03
421	-67.71
422	-78.09
423	-30.86
424	-78.83
425	-58.37
426	-93.15
427	-70.08
428	-51.29
429	-78.94
430	-81.06
431	-65.14
432	-105.4
433	-51.61
434	-108.2
435	-40.17
436	-33.69
437	-26.39
438	-14.5
439	-86.33
440	-13.12
441	-120.5
442	-56.29
443	-88.42
444	-68.43
445	-106.8
446	-115.4
447	-69.36
448	-129.7
449	-61.74
450	-43.73
451	-88.36
452	-33.57
453	-36.85
454	-105.2
455	-23
456	-68.21
457	-110.2
458	-100.2
459	-64.57
460	-107.5
461	-49.35
462	-64.9
463	-43.02
464	-128.8
465	-22.95
466	-80.23
467	-111.8
468	-32.75
469	-40.61
470	-19.28
471	-98.38
472	-57.96
473	-43.82
474	-28.88
475	-50.85
476	-13.74
477	-42.64
478	-18.47
479	-10.55
480	-31.8
481	-55.28
482	-79.37
483	-35.45
484	-43.21
485	-60.26
486	-102.9
487	-118.4
488	-25.76
489	-54.82
490	-55.79
491	-79.64
492	-65.41
493	-13.18
494	-12.28
495	-36.8
496	-23.59
497	-59.75
498	-90.13
499	-24.34
500	-37.44
501	-49.4
502	-61.2
503	-30.46
504	-70.62
505	-58.53
506	-85.23
507	-13.34
508	-40.47
509	-67.05
510	-89.64
511	-80.94
512	-73.77
513	-23.8
514	-76.4
515	-108.8
516	-65.85
517	-2.983
518	-39.67
519	-105.1
520	-20.24
521	-113.9
522	-62.17
523	-120.2
524	-111.4
525	-40.84
526	-69.84
527	-28.79
528	-78.35
529	-21.58
530	-79.93
531	-31.91
532	-59.54
533	-78.97
534	-32.08
535	-28.33
536	-22.71
537	-42.19
538	-107
539	-101.5
540	-106
541	-89.49
542	-87.32
543	-30.14
544	-8.846
545	-58.17
546	-24.41
547	-104.6
548	-95.98
549	-47.4
550	-47.4
551	-57.65
552	-59.8
553	-75.1
554	-74.76
555	-111.7
556	-114.6
557	-50.99
558	-82.94
559	-72.05
560	-88.92
561	-62.23
562	-47.69
563	-88.16
564	-25.88
565	-74.51
566	-71.46
567	-43.22
568	-42.65
569	-128.9
570	-74.49
571	-125.5
572	-85.31
573	-59.48
574	-20
575	-17.2
576	-90.63
577	-37.18
578	-101.2
579	-59.38
580	-29.85
581	-62.32
582	-41.95
583	-29.1
584	-91.85
585	-86.68
586	-29.19
587	-12.67
588	-101
589	-24.18
590	-99.89
591	-7.69
592	-94.98
593	-91.66
594	-7.398
595	-7.398
596	-7.398
597	-7.398
598	-7.398
599	-75.3
600	-92.51
601	-56.69
602	-82.71
603	-72.35
604	-82.04
605	-27.15
606	-55.9
607	-123.8
608	-107.6
609	-106.4
610	-62.8
611	-44.67
612	-22.91
613	-63.87
614	-82.11
615	-43.36
616	-8.333
617	-110.5
618	-51.17
619	-59.56
620	-13.44
621	-21.63
622	-99.01
623	-9.236
624	-49.65
625	-34.08
626	-61.36
627	-65.91
628	-63.43
629	-44.43
630	-23.33
631	-92.2
632	-108.1
633	-68.66
634	-113.1
635	-65.92
636	-60.61
637	-26.4
638	-52.05
639	-82.85
640	-125.5
641	-78.34
642	-104.3
643	-101
644	-125.5
645	-111
646	-102.3
647	-102.3
648	-21.26
649	-23.27
650	-101.6
651	-96.28
652	-18.66
653	-97.27
654	-76.49
655	-109.6
656	-112
657	-110.5
658	-43.07
659	-22.15
660	-11.12
661	-41.61
662	-22.94
663	-8.145
664	-72.96
665	-90.75
666	-56.51
667	-19.22
668	-82.56
669	-32.25
670	-67.38
671	-86.34
672	-109.2
673	-65.82
674	-95.25
675	-83.95
676	-84.02
677	-95.15
678	-47.32
679	-115.4
680	-104.3
681	-125.4
682	-52.3
683	-58.81
684	-139.4
685	-82.95
686	-102.8
687	-124
688	-120.6
689	-29.97
690	-95.25
691	-62.78
692	-71.87
693	-88.77
694	-78.1
695	-6.946
696	-25.05
697	-67.5
698	-48.12
699	-76.56
700	-7.781
701	-121.9
702	-89.52
703	-19.75
704	-81.68
705	-45.17
706	-86.01
707	-79.58
708	-35.58
709	-116.3
710	-55.66
711	-82.84
712	-106.6
713	-57.55
714	-65.24
715	-7.398
716	-16.07
717	-52.45
718	-76.94
719	-66.1
720	-43.11
721	-51.06
722	-79.94
723	-53.28
724	-35.96
725	-37.16
726	-101.3
727	-85.79
728	-92.11
729	-47.68
730	-13.51
731	-58.15
732	-73.11
733	-58.56
734	-36.58
735	-55.28
736	-46.21
737	-27.4
738	-39.8
739	-98.24
740	-62.86
741	-50.9
742	-22.64
743	-58.45
744	-59.23
745	-46.74
746	-118.8
747	-60.8
748	-74.63
749	-95.41
750	-93.36
751	-19.13
752	-78.87
753	-11.46
754	-45.21
755	-104.9
756	-103.7
757	-89.8
758	-31.17
759	-92.59
760	-77.19
761	-128.2
762	-65.46
763	-46.95
764	-126.3
765	-42.93
766	-43.69
767	-52.03
768	-70.23
769	-32.16
770	-46.56
771	-73
772	-73.29
773	-74.66
774	-95.53
775	-39.12
776	-69.54
777	-121.4
778	-66.04
779	-63.45
780	-68.88
781	-59.85
782	-75.06
783	-105.6
784	-13.39
785	-69.21
786	-93.37
787	-83.91
788	-88.39
789	-59.48
790	-7.623
791	-84.71
792	-93.6
793	-64.75
794	-73.23
795	-27.79
796	-16.25
797	-85.2
798	-95.98
799	-93.72
800	-46.81
801	-46.81
802	-83.75
803	-93.42
804	-68.79
805	-70.03
806	-81.53
807	-88.33
808	-69.63
809	-21.01
810	-73.16
811	-74.98
812	-80.25
813	-68.93
814	-67.38
815	-78.87
816	-40.87
817	-41.15
818	-66.62
819	-63.49
820	-73.05
821	-69.48
822	-61.66
823	-92.26
824	-105.4
825	-124.4
826	-112.6
827	-54.17
828	-48.05
829	-91.01
830	-48.17
831	-79.67
832	-97.62
833	-36.5
834	-83.11
835	-78.31
836	-51.69
837	-37.51
838	-17.1
839	-9.781
840	-63.7
841	-103.8
842	-49.48
843	-36.66
844	-102.1
845	-70.2
846	-130.9
847	-128.4
848	-134.1
849	-122.1
850	-21.38
851	-41.83
852	-96.75
853	-122.1
854	-78.49
855	-99.87
856	-86.72
857	-33.89
858	-9.232
859	-72.57
860	-90.45
861	-112.4
862	-83.5
863	-101
864	-18.02
865	-78.51
866	-35.85
867	-68.14
868	-25.7
869	-51.79
870	-50.63
871	-65.73
872	-115.8
873	-17.89
874	-97.45
875	-23.38
876	-77.42
877	-118
878	-22.22
879	-96.3
880	-125.5
881	-128.6
882	-60.44
883	-13.62
884	-48.41
885	-64.7
886	-56.74
887	-64.49
888	-25.76
889	-75.05
890	-106.5
891	-63.36
892	-101.6
893	-97.2
894	-36.82
895	-94.65
896	-45.13
897	-73.46
898	-60.22
899	-88.63
900	-79.27
901	-42.08
902	-38.84
903	-45.76
904	-115.1
905	-28.49
906	-100.9
907	-33.72
908	-88.28
909	-104.1
910	-111.3
911	-80.9
912	-82.17
913	-103.3
914	-62.01
915	-69.9
916	-25.76
917	-68.36
918	-30.93
919	-79.6
920	-41.15
921	-41.15
922	-22.01
923	-107.7
924	-54.27
925	-57.36
926	-60.98
927	-8.322
928	-23.12
929	-22.23
930	-23.58
931	-40.43
932	-40.43
933	-49.87
934	-21.55
935	-29.08
936	-32.81
937	-61.92
938	-22.29
939	-23.78
940	-54.63
941	-85
942	-62.05
943	-55.11
944	-56.16
945	-12.56
946	-16.19
947	-33.22
948	-77.83
949	-85.15
950	-16.71
951	-68.9
952	-85.83
953	-118.3
954	-77.75
955	-31.84
956	-112.8
957	-51.13
958	-89.28
959	-34.99
960	-27.6
961	-36.68
962	-28.33
963	-28.33
964	-36.52
965	-40.44
966	-36.9
967	-142.4
968	-101
969	-34.53
970	-109.2
971	-32.74
972	-70.72
973	-87.95
974	-46.18
975	-7.432
976	-96.83
977	-54.01
978	-36.57
979	-106.7
980	-32.15
981	-32.46
982	-83.3
983	-30.19
984	-40.53
985	-54
986	-63.51
987	-63.51
988	-49.09
989	-68.32
990	-61.61
991	-65.08
992	-94.01
993	-23.3
994	-21.87
995	-12.22
996	-66.67
997	-56.9
998	-50.13
999	-75.31
1000	-61.47
1001	-96.88
1002	-96.51
1003	-49.61
1004	-43.84
1005	-30
1006	-51.66
1007	-108.1
1008	-52.35
1009	-110.9
1010	-110.5
1011	-48.1
1012	-49.72
1013	-82.93
1014	-107.1
1015	-112.8
1016	-99.62
1017	-80.7
1018	-78.77
1019	-83.82
1020	-81.42
1021	-83.62
1022	-72.91
1023	-12.39
1024	-9.552
1025	-9.552
1026	-86.45
1027	-88.9
1028	-74.94
1029	-95.49
1030	-57.72
1031	-55.97
1032	-40.69
1033	-25.44
1034	-80.03
1035	-15.78
1036	-12.03
1037	-82.59
1038	-44.76
1039	-71.69
1040	-31.24
1041	-84.67
1042	-53.49
1043	-121.6
1044	-46.47
1045	-62.17
1046	-45.33
1047	-32.13
1048	-58.85
1049	-66.92
1050	-48.82
1051	-29.48
1052	-66.94
1053	-51.16
1054	-13.18
1055	-69.95
1056	-54.12
1057	-104.5
1058	-16.12
1059	-48.65
1060	-29.73
1061	-18.68
1062	-32.45
1063	-74.18
1064	-76.49
1065	-74.89
1066	-77.3
1067	-91.84
1068	-56.45
1069	-30.08
1070	-36.31
1071	-38.45
1072	-42.94
1073	-94.39
1074	-79.7
1075	-81.51
1076	-73.92
1077	-54.81
1078	-13.55
1079	-28.33
1080	-103.7
1081	-68.56
1082	-60.05
1083	-68.75
1084	-71.56
1085	-67.31
1086	-63.25
1087	-78.06
1088	-77.15
1089	-77.15
1090	-77.15
1091	-72.19
1092	-92.68
1093	-18.88
1094	-57.02
1095	-105.6
1096	-24.75
1097	-17.44
1098	-50.1
1099	-43.42
1100	-41.71
1101	-41.71
1102	-45.57
1103	-45.57
1104	-16.17
1105	-16.17
1106	-53.88
1107	-56.08
1108	-54.4
1109	-8.914
1110	-8.914
1111	-8.914
1112	-103.2
1113	-97.91
1114	-97.91
1115	-14.26
1116	-51.03
1117	-49.04
1118	-56.45
1119	-65.19
1120	-53.07
1121	-53.07
1122	-54.33
1123	-52.26
1124	-51.71
1125	-30.19
1126	-34.08
1127	-34.08
1128	-48.61
1129	-48.61
1130	-65.16
1131	-62.95
1132	-64.08
1133	-53.59
1134	-78.06
1135	-81.2
1136	-81.2
1137	-38.41
1138	-91.01
1139	-91.01
1140	-28.58
1141	-79.33
1142	-79.33
1143	-16.49
1144	-18.39
1145	-15.89
1146	-16.49
1147	-9.91
1148	-59.6
1149	-57.92
1150	-93.71
1151	-72.3
1152	-69.83
1153	-17.71
1154	-12.72
1155	-12.72
1156	-12.72
1157	-103.6
1158	-80.55
1159	-28.33
1160	-24.05
1161	-27.13
1162	-36.99
1163	-82.92
1164	-58.67
1165	-72.42
1166	-73.32
1167	-81.01
1168	-71.2
1169	-77.07
1170	-58.41
1171	-77.85
1172	-80.8
1173	-66.62
1174	-53.6
1175	-110.2
1176	-45.79
1177	-36.66
1178	-38.09
1179	-115.2
1180	-40.41
1181	-45.32
1182	-101.1
1183	-82.09
1184	-83.13
1185	-83.08
1186	-10.58
1187	-8.663
1188	-17.33
1189	-8.663
1190	-48.93
1191	-53.23
1192	-97.51
1193	-89.75
1194	-94.14
1195	-92.76
1196	-15.01
1197	-38.71
1198	-63.77
1199	-14.11
1200	-8.93
1201	-93.01
1202	-34.89
1203	-34.62
1204	-30.4
1205	-51.98
1206	-14.78
1207	-19.21
1208	-61.22
1209	-29.81
1210	-30.8
1211	-26.47
1212	-36.33
1213	-100.1
1214	-42.66
1215	-43.8
1216	-7.946
1217	-29.03
1218	-68.63
1219	-78.14
1220	-20.95
1221	-106.7
1222	-28.27
1223	-92.79
1224	-29.03
1225	-36.23
1226	-72.93
1227	-42.08
1228	-66.3
1229	-47.17
1230	-79.74
1231	-31.2
1232	-31.01
1233	-33.05
1234	-81.53
1235	-42.62
1236	-32.9
1237	-88.91
1238	-76.27
1239	-57.04
1240	-48.64
1241	-30.59
1242	-83.13
1243	-55.64
1244	-60.05
1245	-89.8
1246	-96.92
1247	-57.27
1248	-85.05
1249	-84.32
1250	-85.55
1251	-83.12
1252	-43.3
1253	-29.32
1254	-83.24
1255	-113.3
1256	-101.7
1257	-94.68
1258	-98.34
1259	-52.63
1260	-62.33
1261	-85.96
1262	-81.21
1263	-102.7
1264	-75.16
1265	-13.7
1266	-82.54
1267	-109
1268	-36.7
1269	-36.7
1270	-113.5
1271	-107.7
1272	-66.86
1273	-81.6
1274	-68.28
1275	-69.57
1276	-56.4
1277	-30.44
1278	-12.89
1279	-55.36
1280	-96.38
1281	-30.76
1282	-101.9
1283	-34.79
1284	-45.52
1285	-75.04
1286	-126.6
1287	-65.89
1288	-69.26
1289	-23.54
1290	-32.44
1291	-81.74
1292	-33.06
1293	-37.16
1294	-27.52
1295	-25.36
1296	-38.95
1297	-81.73
1298	-26.91
1299	-25.29
1300	-10.19
1301	-20.39
1302	-44.56
1303	-17.56
1304	-21.77
1305	-13.73
1306	-31.82
1307	-53.31
1308	-21.39
1309	-22.61
1310	-29.03
1311	-32.31
1312	-29.03
1313	-29.03
1314	-51.88
1315	-40.22
1316	-94.41
1317	-111.5
1318	-73.48
1319	-48.33
1320	-39.4
1321	-92.33
1322	-43.63
1323	-64.69
1324	-29.2
1325	-18.09
1326	-40.08
1327	-37.84
1328	-18.7
1329	-53.53
1330	-14.3
1331	-12.7
1332	-12.7
1333	-12.7
1334	-30.09
1335	-12.7
1336	-12.7
1337	-12.7
1338	-12.7
1339	-26.08
1340	-22.6
1341	-31.91
1342	-13.18
1343	-61.35
1344	-7.828
1345	-58.74
1346	-43.65
1347	-37.9
1348	-77.68
1349	-75.91
1350	-93.86
1351	-54.55
1352	-35.67
1353	-9.564
1354	-60.34
1355	-63.6
1356	-18.13
1357	-71.94
1358	-52.73
1359	-27.56
1360	-50.97
1361	-36.02
1362	-75.99
1363	-12.88
1364	-8.599
1365	-45.6
1366	-16.03
1367	-7.821
1368	-57.58
1369	-33.22
1370	-20.63
1371	-85.61
1372	-127.3
1373	-102.5
1374	-42.57
1375	-24.18
1376	-8.412
1377	-25.72
1378	-18.06
1379	-18.55
1380	-25.32
1381	-40.54
1382	-14.46
1383	-14.06
1384	-14.06
1385	-8.412
1386	-67.49
1387	-60.78
1388	-40.29
1389	-8.015
1390	-42.66
1391	-44.81
1392	-44.81
1393	-12.5
1394	-12.5
1395	-12.5
1396	-17.67
1397	-8.832
1398	-8.832
1399	-8.412
1400	-8.412
1401	-8.412
1402	-8.412
1403	-22.01
1404	-61.74
1405	-12.75
1406	-8.412
1407	-8.412
1408	-8.412
1409	-8.412
1410	-9.552
1411	-8.412
1412	-8.412
1413	-23.46
1414	-23.46
1415	-23.46
1416	-26.76
1417	-11.6
1418	-11.6
1419	-79.55
1420	-14.27
1421	-46.01
1422	-70.78
1423	-24.83
1424	-15.02
1425	-74.99
1426	-24.22
1427	-63.87
1428	-39.13
1429	-36.36
1430	-12.88
1431	-7.561
1432	-62.66
1433	-72.25
1434	-40.44
1435	-41.27
1436	-38.28
1437	-22.77
1438	-23.83
1439	-8.702
1440	-63.81
1441	-8.702
1442	-8.702
1443	-8.702
1444	-8.702
1445	-8.702
1446	-33.07
1447	-52.75
1448	-116.3
1449	-117.3
1450	-64.18
1451	-12.46
1452	-14.14
1453	-87.77
1454	-29.39
1455	-17.44
1456	-20.33
1457	-56.86
1458	-11.71
1459	-7.69
1460	-86.42
1461	-97.99
1462	-68.17
1463	-7.825
1464	-63.91
1465	-80.78
1466	-39.06
1467	-59.36
1468	-17.47
1469	-74.37
1470	-57.41
1471	-51.13
1472	-79.43
1473	-8.067
1474	-53.32
1475	-95.45
1476	-91.52
1477	-60
1478	-42.43
1479	-7.866
1480	-7.866
1481	-7.866
1482	-107.7
1483	-84.26
1484	-116.4
1485	-37.22
1486	-41.76
1487	-45.1
1488	-57.62
1489	-75.82
1490	-74.34
1491	-74.34
1492	-74.34
1493	-71.15
1494	-84.62
1495	-37.09
1496	-50.4
1497	-31.77
1498	-18.94
1499	-48.83
1500	-58.79
1501	-88.42
1502	-88.42
1503	-18.54
1504	-43.7
1505	-8.144
1506	-61.21
1507	-64.19
1508	-53.73
1509	-45.76
1510	-63.53
1511	-76.82
1512	-83.37
1513	-68.62
1514	-22.91
1515	-40.45
1516	-62.52
1517	-22.89
1518	-68.8
1519	-29.02
1520	-73.36
1521	-12.23
1522	-60.75
1523	-74.09
1524	-46.86
1525	-7.473
1526	-40.84
1527	-15.69
1528	-12.39
1529	-54.15
1530	-33.36
1531	-59.68
1532	-52.7
1533	-78.03
1534	-7.398
1535	-43
1536	-64.83
1537	-96.99
1538	-93.05
1539	-67.55
1540	-114.4
1541	-17.57
1542	-18.5
1543	-60
1544	-77.14
1545	-60.88
1546	-103.1
1547	-16.35
1548	-16.14
1549	-22.98
1550	-30.79
1551	-16.64
1552	-11.82
1553	-50.84
1554	-50.95
1555	-40.21
1556	-12.68
1557	-14.98
1558	-29.57
1559	-56.54
1560	-19.65
1561	-46.97
1562	-91.01
1563	-13.28
1564	-7.718
1565	-86.52
1566	-14.29
1567	-43.38
1568	-26.88
1569	-17.55
1570	-17.55
1571	-17.55
1572	-8.599
1573	-19.79
1574	-19.79
1575	-13.31
1576	-13.31
1577	-8.599
1578	-8.599
1579	-8.599
1580	-15.26
1581	-49.87
1582	-27.12
1583	-15.41
1584	-9.626
1585	-29.31
1586	-39.61
1587	-21.29
1588	-18.59
1589	-19.16
1590	-42.26
1591	-46.57
1592	-28.73
1593	-34.77
1594	-19.18
1595	-39.36
1596	-114.5
1597	-104
1598	-52.49
1599	-26.26
1600	-59
1601	-56.22
1602	-58.05
1603	-46.96
1604	-31.53
1605	-69.94
1606	-17.85
1607	-37.14
1608	-61.31
1609	-25.78
1610	-84.89
1611	-54.48
1612	-49.31
1613	-8.663
1614	-9.626
1615	-46.49
1616	-46.49
1617	-46.49
1618	-64.21
1619	-64.96
1620	-109
1621	-64.46
1622	-53.67
1623	-20.17
1624	-20.83
1625	-8.118
1626	-28.64
1627	-13.48
1628	-13.48
1629	-26.23
1630	-26.36
1631	-8.921
1632	-8.145
1633	-38.4
1634	-21.13
1635	-13.99
1636	-75.35
1637	-81.22
1638	-96.91
1639	-68.5
1640	-13.52
1641	-21.18
1642	-69.27
1643	-89.85
1644	-26.78
1645	-61.02
1646	-12.74
1647	-31.21
1648	-61.68
1649	-29.94
1650	-28.52
1651	-67.29
1652	-34.89
1653	-48.74
1654	-25.89
1655	-28.4
1656	-83.2
1657	-43.49
1658	-38.74
1659	-44.22
1660	-12.85
1661	-10.86
1662	-64.21
1663	-65.33
1664	-11.74
1665	-40.81
1666	-8.01
1667	-7.895
1668	-15.77
1669	-26.85
1670	-67.65
1671	-48.2
1672	-8.604
1673	-38.42
1674	-18.52
1675	-40.15
1676	-36.15
1677	-7.485
1678	-11.71
1679	-11.71
1680	-16.46
1681	-21.69
1682	-26.14
1683	-22.61
1684	-22.61
1685	-10.94
1686	-24.76
1687	-61.33
1688	-43.47
1689	-18.32
1690	-63.97
1691	-50.19
1692	-16.86
1693	-30.09
1694	-54.72
1695	-83.81
1696	-76.52
1697	-8.832
1698	-17.16
1699	-49.01
1700	-11.78
1701	-11.78
1702	-16.5
1703	-16.5
1704	-16.5
1705	-13.97
1706	-10.19
1707	-20.99
1708	-37.18
1709	-64.06
1710	-33.31
1711	-44.53
1712	-34.78
1713	-13.48
1714	-8.469
1715	-30.56
1716	-16.73
1717	-116.3
1718	-8.322
1719	-8.322
1720	-8.322
1721	-8.322
1722	-8.322
1723	-12.12
1724	-12.12
1725	-8.322
1726	-52.83
1727	-28.46
1728	-26.95
1729	-56.43
1730	-92.8
1731	-16.69
1732	-10.86
1733	-33.39
1734	-21.5
1735	-98.78
1736	-58.11
1737	-16.82
1738	-22.03
1739	-19.52
1740	-18.7
1741	-10.63
1742	-16.16
1743	-16.89
1744	-16.89
1745	-16.89
1746	-16.73
1747	-16.73
1748	-16.73
1749	-32.78
1750	-18.1
1751	-20.91
1752	-20.91
1753	-8.005
1754	-49.07
1755	-79.66
1756	-83.43
1757	-31.64
1758	-31.64
1759	-30.84
1760	-30.84
1761	-8.921
1762	-8.921
1763	-8.921
1764	-10.86
1765	-10.86
1766	-10.86
1767	-32.66
1768	-20.98
1769	-37.31
1770	-37.5
1771	-28.83
1772	-44.94
1773	-28.97
1774	-11.6
1775	-22.61
1776	-22.61
1777	-22.61
1778	-22.61
1779	-22.61
1780	-45.65
1781	-75.13
1782	-35.95
1783	-8.832
1784	-7.718
1785	-13.18
1786	-12.48
1787	-70.67
1788	-71.2
1789	-22.93
1790	-68.71
1791	-21.98
1792	-17.49
1793	-10.2
1794	-79.51
1795	-13.1
1796	-8.264
1797	-8.264
1798	-8.264
1799	-104.5
1800	-49.08
1801	-77.5
1802	-58.63
1803	-30.5
1804	-32.57
1805	-73.26
1806	-20.98
1807	-10.33
1808	-10.33
1809	-41.34
1810	-33.65
1811	-42.9
1812	-38.78
1813	-8.53
1814	-8.53
1815	-8.53
1816	-8.53
1817	-8.53
1818	-8.53
1819	-8.53
1820	-20.07
1821	-90.7
1822	-9.552
1823	-28.3
1824	-18.82
1825	-20.98
1826	-8.616
1827	-90.41
1828	-30.11
1829	-12.48
1830	-9.244
1831	-32.05
1832	-51.56
1833	-38.26
1834	-88.62
1835	-66.66
1836	-27.04
1837	-27.8
1838	-91.11
1839	-17.67
1840	-10.2
1841	-10.2
1842	-12.01
1843	-22.22
1844	-62.07
1845	-17.78
1846	-51.9
1847	-16.26
1848	-17.75
1849	-45.46
1850	-33.2
1851	-17.84
1852	-21.98
1853	-27.49
1854	-21.19
1855	-21.19
1856	-24.36
1857	-16.25
1858	-8.832
1859	-62.22
1860	-11.99
1861	-25.36
1862	-81.3
1863	-66.76
1864	-25.31
1865	-12.23
1866	-12.96
1867	-69.75
1868	-24.84
1869	-55.38
1870	-47.51
1871	-41.49
1872	-40.88
1873	-34.72
