# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2.001
#  1->0 =1
#  1->1 =0
POS	MP01	MP10
584	3	37
585	19	6
586	5	1
587	2	0
588	16	20
589	4	0
590	0	32
591	1	0
592	1	30
593	14	20
594	1	0
595	1	0
596	1	0
597	1	0
598	1	0
599	2	21
600	12	22
601	10	6
602	17	12
603	10	11
604	10	22
605	5	0
606	11	3
607	1	54
608	10	29
609	10	28
610	13	2
611	8	3
612	4	0
613	12	7
614	11	15
615	9	0
616	1	0
617	0	44
618	5	11
619	9	7
620	2	0
621	4	0
622	1	43
623	1	0
624	10	1
625	5	2
626	7	10
627	3	16
628	4	14
629	6	9
630	4	0
631	4	41
632	11	29
633	10	8
634	1	49
635	0	21
636	9	9
637	5	0
638	0	11
639	1	24
640	2	52
641	10	17
642	0	41
643	13	18
644	4	50
645	12	28
646	9	28
647	9	28
648	4	0
649	4	0
650	2	38
651	15	22
652	2	2
653	5	33
654	1	20
655	17	19
656	3	39
657	13	22
658	0	10
659	2	3
660	1	0
661	7	2
662	3	0
663	1	0
664	12	11
665	9	33
666	6	9
667	3	0
668	13	16
669	1	7
670	11	9
671	5	28
672	4	47
673	11	7
674	5	35
675	6	36
676	8	32
677	7	31
678	6	7
679	9	39
680	10	37
681	2	51
682	7	7
683	7	10
684	17	44
685	1	35
686	14	28
687	4	50
688	1	50
689	0	3
690	9	18
691	2	12
692	1	22
693	4	28
694	7	17
695	1	0
696	5	0
697	15	2
698	7	5
699	11	14
700	1	0
701	1	51
702	1	26
703	3	0
704	0	25
705	8	2
706	3	30
707	0	25
708	3	2
709	8	33
710	9	9
711	13	22
712	3	48
713	7	12
714	10	11
715	1	0
716	3	0
717	9	2
718	6	20
719	9	9
720	4	7
721	11	0
722	12	10
723	10	3
724	5	4
725	3	8
726	1	37
727	11	21
728	8	24
729	6	10
730	2	0
731	7	8
732	1	25
733	0	19
734	0	10
735	1	15
736	9	1
737	1	5
738	8	1
739	5	28
740	5	18
741	8	4
742	3	0
743	1	17
744	4	16
745	3	13
746	15	34
747	10	7
748	0	26
749	1	36
750	6	26
751	3	0
752	2	21
753	2	0
754	6	6
755	2	37
756	1	46
757	10	22
758	6	2
759	17	13
760	0	23
761	5	48
762	2	16
763	3	9
764	11	40
765	4	11
766	5	6
767	8	6
768	1	21
769	5	3
770	5	8
771	1	30
772	1	31
773	7	18
774	2	41
775	6	2
776	5	22
777	5	47
778	5	23
779	0	21
780	1	24
781	0	19
782	1	26
783	5	43
784	2	0
785	0	25
786	2	30
787	7	24
788	7	23
789	1	17
790	1	0
791	12	15
792	0	41
793	11	7
794	10	15
795	2	6
796	2	1
797	2	25
798	9	27
799	4	32
800	2	12
801	2	12
802	1	22
803	1	30
804	3	19
805	11	11
806	11	18
807	12	23
808	1	22
809	0	1
810	3	24
811	7	18
812	0	28
813	0	23
814	0	21
815	14	10
816	1	10
817	8	0
818	1	23
819	1	22
820	11	10
821	9	16
822	10	5
823	10	28
824	1	34
825	4	43
826	3	51
827	10	2
828	0	12
829	9	21
830	6	4
831	1	25
832	11	23
833	5	5
834	1	27
835	9	19
836	9	5
837	5	5
838	2	2
839	1	0
840	0	21
841	5	42
842	0	17
843	0	11
844	7	26
845	0	25
846	2	58
847	0	57
848	13	39
849	1	56
850	4	0
851	1	10
852	13	25
853	0	50
854	9	18
855	0	31
856	0	29
857	0	8
858	1	0
859	13	11
860	4	27
861	8	37
862	9	21
863	2	41
864	3	0
865	1	22
866	6	0
867	0	21
868	0	4
869	0	14
870	8	2
871	0	19
872	13	31
873	3	0
874	4	31
875	0	2
876	0	24
877	7	39
878	4	0
879	5	29
880	0	50
881	4	45
882	4	16
883	2	0
884	4	14
885	9	14
886	13	5
887	8	14
888	0	2
889	13	9
890	9	34
891	3	18
892	8	23
893	8	20
894	0	7
895	15	21
896	4	12
897	0	27
898	12	2
899	13	22
900	1	26
901	6	6
902	4	8
903	8	7
904	7	37
905	5	1
906	5	38
907	3	5
908	10	24
909	0	39
910	0	45
911	10	16
912	7	18
913	3	33
914	13	3
915	4	21
916	3	4
917	1	19
918	3	6
919	8	19
920	4	12
921	4	12
922	2	3
923	23	8
924	11	5
925	8	14
926	9	5
927	1	0
928	0	1
929	0	1
930	0	1
931	0	9
932	0	9
933	1	12
934	0	1
935	5	1
936	1	4
937	2	16
938	0	1
939	0	2
940	4	9
941	0	29
942	0	20
943	0	18
944	0	18
945	2	0
946	2	2
947	6	1
948	4	28
949	9	22
950	2	2
951	6	19
952	6	23
953	4	46
954	4	22
955	0	8
956	3	39
957	1	15
958	5	23
959	3	5
960	0	5
961	0	10
962	0	5
963	0	5
964	0	6
965	0	7
966	0	10
967	0	41
968	1	29
969	0	5
970	5	39
971	0	7
972	0	24
973	12	19
974	0	14
975	1	0
976	3	29
977	0	11
978	0	10
979	2	38
980	0	7
981	0	7
982	4	33
983	4	1
984	6	3
985	0	15
986	0	20
987	0	20
988	3	12
989	5	17
990	5	17
991	3	24
992	4	40
993	0	1
994	3	3
995	1	1
996	12	7
997	0	16
998	7	8
999	7	14
1000	2	18
1001	6	35
1002	5	40
1003	7	6
1004	5	8
1005	4	3
1006	2	12
1007	2	50
1008	1	24
1009	0	54
1010	1	49
1011	4	12
1012	5	11
1013	12	14
1014	1	49
1015	2	48
1016	1	45
1017	1	23
1018	1	26
1019	1	29
1020	1	27
1021	1	30
1022	4	20
1023	2	0
1024	1	0
1025	1	0
1026	1	34
1027	1	34
1028	3	23
1029	1	45
1030	4	14
1031	5	19
1032	2	8
1033	0	3
1034	0	21
1035	1	2
1036	1	1
1037	13	9
1038	7	1
1039	11	13
1040	5	0
1041	8	20
1042	2	13
1043	6	50
1044	0	10
1045	8	14
1046	1	6
1047	0	4
1048	0	12
1049	0	20
1050	7	6
1051	2	6
1052	3	20
1053	7	11
1054	1	2
1055	10	7
1056	8	9
1057	10	24
1058	1	3
1059	2	11
1060	0	3
1061	1	4
1062	1	7
1063	0	27
1064	0	29
1065	0	30
1066	13	12
1067	12	21
1068	1	16
1069	0	6
1070	1	9
1071	1	9
1072	1	12
1073	3	32
1074	6	21
1075	6	20
1076	9	15
1077	8	8
1078	1	1
1079	0	5
1080	6	30
1081	8	16
1082	7	12
1083	11	14
1084	12	14
1085	11	13
1086	14	2
1087	9	18
1088	9	19
1089	9	19
1090	9	19
1091	10	16
1092	21	6
1093	3	0
1094	10	5
1095	3	39
1096	4	2
1097	0	6
1098	3	16
1099	3	13
1100	3	13
1101	3	13
1102	8	7
1103	8	7
1104	2	1
1105	2	1
1106	3	15
1107	4	15
1108	5	8
1109	1	0
1110	1	0
1111	1	0
1112	12	23
1113	13	17
1114	13	17
1115	2	0
1116	4	13
1117	4	12
1118	7	8
1119	3	18
1120	7	8
1121	7	8
1122	6	11
1123	6	15
1124	6	14
1125	4	2
1126	5	2
1127	5	2
1128	7	6
1129	7	6
1130	1	21
1131	1	23
1132	1	23
1133	1	19
1134	5	22
1135	5	23
1136	5	23
1137	4	8
1138	7	25
1139	7	25
1140	3	3
1141	5	19
1142	5	19
1143	2	2
1144	3	0
1145	2	1
1146	2	2
1147	1	0
1148	4	12
1149	4	11
1150	4	26
1151	2	23
1152	2	21
1153	2	1
1154	1	1
1155	1	1
1156	1	1
1157	2	38
1158	9	16
1159	0	2
1160	0	1
1161	0	6
1162	0	10
1163	8	18
1164	7	10
1165	10	12
1166	15	9
1167	0	27
1168	5	16
1169	1	22
1170	1	17
1171	2	26
1172	1	30
1173	3	16
1174	4	10
1175	3	37
1176	0	13
1177	3	7
1178	2	6
1179	4	40
1180	0	11
1181	2	9
1182	6	30
1183	3	26
1184	5	23
1185	1	30
1186	1	0
1187	1	0
1188	2	1
1189	1	0
1190	9	3
1191	7	8
1192	13	19
1193	11	20
1194	11	21
1195	11	22
1196	1	4
1197	4	6
1198	8	12
1199	2	0
1200	1	0
1201	18	11
1202	4	3
1203	6	2
1204	6	0
1205	9	5
1206	2	0
1207	3	0
1208	3	16
1209	0	14
1210	1	12
1211	0	12
1212	6	4
1213	4	42
1214	6	6
1215	7	5
1216	1	0
1217	5	1
1218	10	11
1219	8	17
1220	3	1
1221	9	30
1222	5	0
1223	7	28
1224	5	1
1225	1	13
1226	16	3
1227	1	8
1228	14	3
1229	6	9
1230	3	20
1231	3	5
1232	2	6
1233	0	10
1234	2	28
1235	5	8
1236	0	4
1237	0	28
1238	4	30
1239	5	16
1240	5	11
1241	0	6
1242	1	20
1243	0	16
1244	1	15
1245	12	23
1246	3	34
1247	0	14
1248	2	29
1249	1	30
1250	4	30
1251	1	30
1252	2	9
1253	0	3
1254	4	32
1255	9	39
1256	18	19
1257	16	19
1258	8	33
1259	7	5
1260	2	18
1261	3	26
1262	1	28
1263	2	35
1264	9	13
1265	0	1
1266	7	21
1267	4	47
1268	7	1
1269	7	1
1270	2	47
1271	4	43
1272	2	24
1273	12	11
1274	10	11
1275	2	17
1276	1	16
1277	5	1
1278	2	0
1279	6	11
1280	8	26
1281	0	7
1282	4	32
1283	3	8
1284	7	4
1285	6	21
1286	12	33
1287	6	11
1288	0	27
1289	4	0
1290	6	0
1291	10	12
1292	4	5
1293	4	6
1294	4	2
1295	4	2
1296	7	2
1297	15	12
1298	5	1
1299	3	4
1300	1	0
1301	1	5
1302	4	8
1303	2	2
1304	3	2
1305	1	2
1306	2	8
1307	9	9
1308	3	1
1309	4	1
1310	5	1
1311	4	5
1312	5	1
1313	5	1
1314	4	12
1315	1	6
1316	12	15
1317	8	38
1318	8	14
1319	6	8
1320	0	6
1321	12	20
1322	3	5
1323	9	7
1324	5	0
1325	3	0
1326	8	1
1327	8	0
1328	1	5
1329	11	2
1330	2	0
1331	2	0
1332	2	0
1333	2	0
1334	5	1
1335	2	0
1336	2	0
1337	2	0
1338	2	0
1339	4	2
1340	3	2
1341	5	1
1342	2	0
1343	9	10
1344	1	0
1345	2	19
1346	0	9
1347	5	4
1348	1	26
1349	0	33
1350	9	30
1351	7	6
1352	1	5
1353	1	0
1354	9	10
1355	6	17
1356	3	0
1357	6	20
1358	1	15
1359	4	2
1360	9	3
1361	7	1
1362	6	21
1363	2	0
1364	1	0
1365	3	13
1366	2	1
1367	1	0
1368	11	4
1369	7	0
1370	3	2
1371	13	16
1372	12	41
1373	14	28
1374	6	7
1375	2	5
1376	1	0
1377	4	0
1378	2	1
1379	2	1
1380	0	6
1381	1	11
1382	1	2
1383	1	3
1384	1	3
1385	1	0
1386	10	11
1387	10	5
1388	6	3
1389	1	0
1390	4	8
1391	9	1
1392	9	1
1393	1	2
1394	1	2
1395	1	2
1396	3	0
1397	1	0
1398	1	0
1399	1	0
1400	1	0
1401	1	0
1402	1	0
1403	2	4
1404	13	3
1405	0	4
1406	1	0
1407	1	0
1408	1	0
1409	1	0
1410	1	0
1411	1	0
1412	1	0
1413	3	4
1414	3	4
1415	3	4
1416	3	5
1417	1	2
1418	1	2
1419	9	15
1420	1	2
1421	7	5
1422	3	22
1423	4	1
1424	2	1
1425	10	15
1426	3	3
1427	9	10
1428	4	7
1429	6	1
1430	0	4
1431	1	0
1432	7	16
1433	9	18
1434	8	1
1435	8	1
1436	8	0
1437	1	4
1438	1	5
1439	1	0
1440	11	5
1441	1	0
1442	1	0
1443	1	0
1444	1	0
1445	1	0
1446	2	6
1447	7	9
1448	14	35
1449	15	33
1450	8	14
1451	1	1
1452	2	0
1453	9	23
1454	5	1
1455	2	1
1456	3	1
1457	7	10
1458	1	2
1459	1	0
1460	4	37
1461	3	42
1462	1	33
1463	1	0
1464	6	19
1465	11	22
1466	3	9
1467	5	12
1468	2	1
1469	6	23
1470	2	17
1471	8	8
1472	12	12
1473	1	0
1474	3	13
1475	3	41
1476	5	38
1477	1	23
1478	4	9
1479	1	0
1480	1	0
1481	1	0
1482	1	35
1483	6	29
1484	5	47
1485	1	10
1486	7	3
1487	8	3
1488	0	16
1489	9	21
1490	10	17
1491	10	17
1492	10	17
1493	9	18
1494	6	21
1495	1	7
1496	3	17
1497	2	7
1498	2	2
1499	6	7
1500	9	9
1501	7	34
1502	7	34
1503	3	0
1504	4	11
1505	1	0
1506	3	19
1507	12	7
1508	6	10
1509	7	6
1510	8	9
1511	11	11
1512	8	18
1513	6	17
1514	4	0
1515	2	10
1516	0	16
1517	3	1
1518	9	10
1519	4	2
1520	1	23
1521	2	0
1522	2	14
1523	0	22
1524	5	10
1525	1	0
1526	7	3
1527	1	5
1528	2	0
1529	7	10
1530	2	7
1531	13	2
1532	11	2
1533	2	22
1534	1	0
1535	1	10
1536	6	15
1537	9	27
1538	11	23
1539	11	9
1540	7	43
1541	1	4
1542	3	1
1543	11	7
1544	9	19
1545	12	5
1546	18	15
1547	2	1
1548	2	1
1549	4	0
1550	3	5
1551	3	0
1552	2	0
1553	4	13
1554	5	11
1555	3	10
1556	1	1
1557	1	3
1558	2	3
1559	7	6
1560	3	1
1561	8	3
1562	14	15
1563	2	0
1564	1	0
1565	4	31
1566	1	2
1567	7	4
1568	4	2
1569	3	0
1570	3	0
1571	3	0
1572	1	0
1573	3	0
1574	3	0
1575	2	0
1576	2	0
1577	1	0
1578	1	0
1579	1	0
1580	2	0
1581	0	12
1582	3	3
1583	1	2
1584	1	0
1585	3	5
1586	3	9
1587	3	0
1588	3	0
1589	2	3
1590	7	6
1591	8	6
1592	4	3
1593	6	1
1594	2	1
1595	8	0
1596	3	44
1597	9	29
1598	11	5
1599	3	2
1600	9	8
1601	9	6
1602	7	7
1603	1	14
1604	1	7
1605	8	8
1606	2	1
1607	5	4
1608	12	5
1609	3	1
1610	14	13
1611	10	1
1612	7	8
1613	1	0
1614	1	0
1615	6	8
1616	6	8
1617	6	8
1618	1	17
1619	4	22
1620	5	33
1621	9	8
1622	5	11
1623	1	5
1624	3	1
1625	1	0
1626	4	2
1627	2	0
1628	2	0
1629	3	3
1630	5	0
1631	1	0
1632	1	0
1633	4	7
1634	1	6
1635	1	1
1636	8	12
1637	3	29
1638	3	37
1639	12	8
1640	1	2
1641	3	0
1642	12	8
1643	6	23
1644	2	5
1645	3	13
1646	2	0
1647	4	4
1648	13	4
1649	5	1
1650	4	2
1651	3	21
1652	6	1
1653	8	3
1654	5	0
1655	4	3
1656	3	27
1657	1	10
1658	8	0
1659	8	4
1660	2	0
1661	1	1
1662	6	16
1663	10	11
1664	1	1
1665	7	2
1666	1	0
1667	1	0
1668	1	4
1669	2	5
1670	5	21
1671	8	5
1672	1	0
1673	6	4
1674	3	0
1675	1	14
1676	7	2
1677	1	0
1678	1	2
1679	1	2
1680	2	1
1681	4	0
1682	5	1
1683	4	1
1684	4	1
1685	1	1
1686	2	6
1687	9	10
1688	6	1
1689	2	0
1690	6	15
1691	10	2
1692	2	1
1693	2	7
1694	7	7
1695	1	27
1696	5	27
1697	1	0
1698	3	0
1699	3	12
1700	1	1
1701	1	1
1702	2	1
1703	2	1
1704	2	1
1705	2	0
1706	1	0
1707	2	4
1708	5	4
1709	15	2
1710	6	1
1711	9	1
1712	6	1
1713	2	0
1714	1	0
1715	5	0
1716	2	2
1717	11	38
1718	1	0
1719	1	0
1720	1	0
1721	1	0
1722	1	0
1723	1	1
1724	1	1
1725	1	0
1726	9	6
1727	5	0
1728	2	6
1729	6	13
1730	2	39
1731	2	1
1732	1	1
1733	7	0
1734	4	0
1735	6	34
1736	4	14
1737	3	0
1738	3	2
1739	2	3
1740	3	0
1741	1	0
1742	2	1
1743	2	2
1744	2	2
1745	2	2
1746	2	2
1747	2	2
1748	2	2
1749	6	1
1750	2	2
1751	2	3
1752	2	3
1753	1	0
1754	0	14
1755	14	10
1756	14	13
1757	5	3
1758	5	3
1759	2	7
1760	2	7
1761	1	0
1762	1	0
1763	1	0
1764	1	1
1765	1	1
1766	1	1
1767	3	6
1768	2	2
1769	4	6
1770	4	7
1771	3	4
1772	7	3
1773	4	3
1774	1	2
1775	4	1
1776	4	1
1777	4	1
1778	4	1
1779	4	1
1780	8	2
1781	13	10
1782	2	10
1783	1	0
1784	1	0
1785	2	0
1786	1	2
1787	8	14
1788	3	25
1789	3	4
1790	4	25
1791	2	1
1792	2	1
1793	1	0
1794	3	31
1795	2	0
1796	1	0
1797	1	0
1798	1	0
1799	1	31
1800	5	12
1801	14	8
1802	0	19
1803	0	4
1804	0	5
1805	2	27
1806	2	2
1807	1	1
1808	1	1
1809	1	14
1810	1	13
1811	1	15
1812	1	14
1813	1	0
1814	1	0
1815	1	0
1816	1	0
1817	1	0
1818	1	0
1819	1	0
1820	3	0
1821	0	28
1822	1	0
1823	4	3
1824	2	3
1825	2	2
1826	1	0
1827	5	25
1828	4	3
1829	1	2
1830	1	0
1831	4	4
1832	10	5
1833	3	5
1834	13	18
1835	0	25
1836	5	0
1837	4	2
1838	13	18
1839	3	0
1840	1	0
1841	1	0
1842	1	1
1843	2	4
1844	14	2
1845	3	0
1846	11	2
1847	2	1
1848	0	5
1849	7	2
1850	4	3
1851	1	4
1852	4	0
1853	4	2
1854	2	3
1855	2	3
1856	3	1
1857	1	2
1858	1	0
1859	10	13
1860	1	1
1861	3	3
1862	6	20
1863	8	14
1864	4	1
1865	1	1
1866	1	2
1867	16	5
1868	2	5
1869	13	1
1870	6	7
1871	7	5
1872	7	4
1873	7	0
1874	5	0
1875	2	0
1876	1	0
1877	0	12
1878	1	0
1879	1	1
1880	3	2
1881	1	0
1882	1	0
1883	9	9
1884	3	1
1885	1	2
1886	3	0
1887	5	0
1888	1	0
1889	6	3
1890	1	3
1891	1	0
1892	1	1
1893	1	0
1894	1	1
1895	3	8
1896	1	0
1897	1	2
1898	11	7
1899	1	3
1900	1	0
1901	1	2
1902	3	1
1903	2	1
1904	8	7
1905	8	8
1906	13	11
1907	7	0
1908	2	2
1909	3	4
1910	1	0
1911	7	1
1912	6	8
1913	1	5
1914	6	4
1915	1	13
1916	3	0
1917	9	7
1918	1	2
1919	6	3
1920	8	4
1921	3	3
1922	1	0
1923	2	0
1924	1	0
1925	1	0
1926	2	1
1927	3	1
1928	4	3
1929	1	0
1930	15	5
1931	1	2
1932	8	30
1933	2	23
1934	1	0
1935	4	11
1936	13	4
1937	1	5
1938	6	8
1939	6	8
1940	4	8
1941	1	3
1942	2	1
1943	12	12
1944	10	8
1945	1	0
1946	1	0
1947	3	0
1948	2	0
1949	2	38
1950	3	0
1951	1	0
1952	2	0
1953	2	1
1954	1	1
1955	8	0
1956	7	3
1957	4	2
1958	14	4
1959	7	0
1960	8	0
1961	5	0
1962	7	0
1963	5	0
1964	1	2
1965	9	4
1966	9	4
1967	9	4
1968	6	1
1969	2	8
1970	5	2
1971	3	1
1972	5	4
1973	8	50
1974	10	17
1975	1	0
1976	1	0
1977	2	6
1978	4	0
1979	4	0
1980	6	0
1981	5	0
1982	1	0
1983	2	5
1984	1	0
1985	2	4
1986	1	2
1987	2	4
1988	1	2
1989	2	1
1990	4	5
1991	8	46
1992	1	0
1993	3	0
1994	2	16
1995	1	2
1996	4	2
1997	1	0
1998	1	0
1999	6	2
2000	4	0
2001	3	13
2002	8	4
2003	3	13
2004	1	0
2005	15	13
2006	7	4
2007	3	1
2008	4	0
2009	1	0
2010	1	0
2011	1	0
2012	1	0
2013	1	0
2014	0	34
2015	5	3
2016	4	3
2017	2	4
2018	3	1
2019	1	0
2020	3	2
2021	4	4
2022	4	2
2023	5	0
2024	1	5
2025	1	0
2026	1	0
2027	1	4
2028	1	0
2029	1	0
2030	2	0
2031	2	0
2032	1	1
2033	1	2
2034	1	0
2035	1	0
2036	1	0
2037	1	0
2038	2	0
2039	1	0
2040	1	0
2041	0	21
2042	1	5
2043	1	8
2044	4	0
2045	8	0
2046	4	2
2047	2	0
2048	2	0
2049	2	0
2050	1	0
2051	1	2
2052	2	2
2053	4	0
2054	10	5
2055	5	1
2056	2	1
2057	2	4
2058	7	0
2059	1	0
2060	1	0
2061	1	0
2062	1	0
2063	2	1
2064	2	0
2065	1	0
2066	7	0
2067	6	0
2068	1	0
2069	1	0
2070	1	0
2071	0	0
2072	1	0
2073	1	0
2074	4	2
2075	5	0
2076	2	24
2077	3	8
2078	1	0
2079	1	0
2080	1	0
2081	4	9
2082	1	3
2083	3	1
2084	4	1
2085	4	1
2086	3	0
2087	1	3
2088	1	4
2089	9	0
2090	1	26
2091	3	5
2092	3	8
2093	1	0
2094	1	0
2095	3	2
2096	7	0
2097	3	0
2098	3	1
2099	2	0
2100	2	0
2101	2	0
2102	2	3
2103	2	0
2104	2	0
2105	1	2
2106	3	40
2107	3	18
2108	1	0
2109	6	5
2110	6	5
2111	6	2
2112	5	3
2113	2	0
2114	1	0
2115	1	0
2116	6	8
2117	5	3
2118	10	20
2119	2	9
2120	1	0
2121	8	1
2122	1	0
2123	1	0
2124	2	0
