POS	occur	unknown
2140	59	0
2141	1	0
2142	1	0
2143	1	0
2144	1	0
2145	1	0
2146	1	0
2147	2	0
2148	4	0
2149	7	0
2150	7	0
2151	6	0
2152	13	0
2153	8	0
2154	9	0
2155	8	0
2156	7	0
2157	5	0
2158	28	0
2159	11	0
2160	50	0
2161	18	0
2162	23	0
2163	7	0
2164	2	0
2165	1	0
2166	1	0
2167	1	0
2168	1	0
2169	1	0
2170	1	0
2171	9	0
2172	7	0
2173	39	0
2174	46	0
2175	2	0
2176	1	0
2177	1	0
2178	1	0
2179	12	0
2180	3	0
2181	2	0
2182	5	0
2183	3	0
2184	3	0
2185	3	0
2186	3	0
2187	3	0
2188	3	0
2189	1	0
2190	1	0
2191	13	0
2192	13	0
2193	12	0
2194	33	0
2195	5	0
2196	21	0
2197	20	0
2198	1	0
2199	7	0
2200	3	0
2201	4	0
2202	1	0
2203	13	0
2204	11	0
2205	2	0
2206	2	0
2207	12	0
2208	3	0
2209	3	0
2210	3	0
2211	4	0
2212	11	0
2213	30	0
2214	4	0
2215	4	0
2216	8	0
2217	4	0
2218	4	0
2219	5	0
2220	6	0
2221	7	0
2222	17	0
2223	2	0
2224	4	0
2225	1	0
2226	4	0
2227	3	0
2228	3	0
2229	3	0
2230	3	0
2231	22	0
2232	3	0
2233	22	0
2234	7	0
2235	7	0
2236	1	0
2237	1	0
2238	3	0
2239	3	0
2240	3	0
2241	149	0
2242	1	0
2243	5	0
2244	2	0
2245	12	0
2246	12	0
2247	64	0
2248	15	0
2249	14	0
2250	14	0
2251	15	0
2252	23	0
2253	19	0
2254	24	0
2255	1	0
2256	4	0
2257	2	0
2258	7	0
2259	1	0
2260	3	0
2261	3	0
2262	3	0
2263	2	0
2264	1	0
2265	1	0
2266	4	0
2267	4	0
2268	2	0
2269	191	0
2270	21	0
2271	5	0
2272	26	0
2273	25	0
2274	1	0
2275	1	0
2276	59	0
2277	3	0
2278	77	0
2279	16	0
2280	18	0
2281	15	0
2282	2	0
2283	5	0
2284	1	0
2285	1	0
2286	5	0
2287	1	0
2288	21	0
2289	3	0
2290	9	0
2291	1	0
2292	1	0
2293	1	0
2294	1	0
2295	11	0
2296	6	0
2297	6	0
2298	6	0
2299	7	0
2300	8	0
2301	9	0
2302	6	0
2303	2	0
2304	2	0
2305	2	0
2306	1	0
2307	2	0
2308	2	0
2309	1	0
2310	1	0
2311	1	0
2312	42	0
2313	1	0
2314	3	0
2315	4	0
2316	1	0
2317	10	0
2318	5	0
2319	4	0
2320	5	0
2321	5	0
2322	1	0
2323	5	0
2324	4	0
2325	4	0
2326	6	0
2327	6	0
2328	1	0
2329	1	0
2330	1	0
2331	1	0
2332	1	0
2333	1	0
2334	1	0
2335	11	0
2336	7	0
2337	29	0
2338	4	0
2339	6	0
2340	4	0
2341	7	0
2342	4	0
2343	10	0
2344	1	0
2345	1	0
2346	1	0
2347	1	0
2348	1	0
2349	1	0
2350	1	0
2351	2	0
2352	9	0
2353	23	0
2354	28	0
2355	10	0
2356	3	0
2357	1	0
2358	1	0
2359	1	0
2360	1	0
2361	1	0
2362	1	0
2363	1	0
2364	1	0
2365	7	0
2366	7	0
2367	7	0
2368	22	0
2369	1	0
2370	3	0
2371	8	0
2372	15	0
2373	4	0
2374	4	0
2375	4	0
2376	2	0
2377	2	0
2378	10	0
2379	2	0
2380	6	0
2381	5	0
2382	2	0
2383	5	0
2384	1	0
2385	1	0
2386	1	0
2387	1	0
2388	1	0
2389	14	0
2390	2	0
2391	1	0
2392	1	0
2393	1	0
2394	1	0
2395	1	0
2396	1	0
2397	1	0
2398	1	0
2399	3	0
2400	2	0
2401	20	0
2402	2	0
2403	4	0
2404	30	0
2405	6	0
2406	10	0
2407	18	0
2408	1	0
2409	7	0
2410	82	0
2411	4	0
2412	1	0
2413	2	0
2414	4	0
2415	44	0
2416	4	0
2417	6	0
2418	8	0
2419	1	0
2420	2	0
2421	10	0
2422	12	0
2423	12	0
2424	7	0
2425	2	0
2426	20	0
2427	4	0
2428	4	0
2429	26	0
2430	6	0
2431	2	0
2432	33	0
2433	2	0
2434	2	0
2435	2	0
2436	1	0
2437	3	0
2438	4	0
2439	1	0
2440	4	0
2441	8	0
2442	118	0
2443	12	0
2444	5	0
2445	50	0
2446	7	0
2447	15	0
2448	5	0
2449	7	0
2450	6	0
2451	137	0
2452	6	0
2453	32	0
2454	1	0
2455	1	0
2456	1	0
2457	1	0
2458	1	0
2459	1	0
2460	2	0
2461	2	0
2462	1	0
2463	2	0
2464	1	0
2465	3	0
2466	1	0
2467	1	0
2468	1	0
2469	1	0
2470	10	0
2471	10	0
2472	10	0
2473	2	0
2474	1	0
2475	35	0
2476	12	0
2477	9	0
2478	4	0
2479	10	0
2480	5	0
2481	48	0
2482	6	0
2483	56	0
2484	17	0
2485	6	0
2486	5	0
2487	1	0
2488	1	0
2489	2	0
2490	7	0
2491	3	0
2492	1	0
2493	1	0
2494	1	0
2495	1	0
2496	2	0
2497	2	0
2498	5	0
2499	4	0
2500	18	0
2501	22	0
2502	8	0
2503	1	0
2504	1	0
2505	1	0
2506	1	0
2507	1	0
2508	11	0
2509	11	0
2510	9	0
2511	7	0
2512	7	0
2513	17	0
2514	18	0
2515	18	0
2516	1	0
2517	2	0
2518	2	0
2519	4	0
2520	4	0
2521	1	0
2522	1	0
2523	1	0
2524	2	0
2525	6	0
2526	1	0
2527	1	0
2528	12	0
2529	3	0
2530	1	0
2531	1	0
2532	1	0
2533	6	0
2534	1	0
2535	36	0
2536	1	0
2537	1	0
2538	1	0
2539	1	0
2540	1	0
2541	12	0
2542	17	0
2543	1	0
2544	1	0
2545	6	0
2546	45	0
2547	32	0
2548	38	0
2549	8	0
2550	8	0
2551	4	0
2552	1	0
2553	2	0
2554	2	0
2555	2	0
2556	1	0
2557	10	0
2558	109	0
2559	8	0
2560	34	0
2561	1	0
2562	4	0
2563	8	0
2564	14	0
2565	35	0
2566	2	0
2567	32	0
2568	1	0
2569	72	0
2570	1	0
2571	2	0
2572	6	0
2573	18	0
2574	8	0
2575	38	0
2576	11	0
2577	1	0
2578	3	0
2579	1	0
2580	1	0
2581	2	0
2582	5	0
2583	1	0
2584	9	0
2585	11	0
2586	11	0
2587	11	0
2588	11	0
2589	18	0
2590	18	0
2591	86	0
2592	1	0
2593	2	0
2594	1	0
2595	22	0
2596	3	0
2597	2	0
2598	1	0
2599	3	0
2600	3	0
2601	4	0
2602	7	0
2603	6	0
2604	95	0
2605	19	0
2606	1	0
2607	2	0
2608	1	0
2609	4	0
2610	1	0
2611	1	0
2612	2	0
2613	2	0
2614	2	0
2615	2	0
2616	2	0
2617	2	0
2618	2	0
2619	2	0
2620	1	0
2621	1	0
2622	1	0
2623	1	0
2624	1	0
2625	1	0
2626	1	0
2627	13	0
2628	9	0
2629	11	0
2630	12	0
2631	31	0
2632	11	0
2633	14	0
2634	11	0
2635	15	0
2636	14	0
2637	15	0
2638	1	0
2639	1	0
2640	1	0
2641	1	0
2642	5	0
2643	2	0
2644	14	0
2645	18	0
2646	36	0
2647	12	0
2648	4	0
2649	7	0
2650	3	0
2651	1	0
2652	6	0
2653	3	0
2654	12	0
2655	2	0
2656	7	0
2657	53	0
2658	7	0
2659	17	0
2660	7	0
2661	5	0
2662	5	0
2663	6	0
2664	4	0
2665	4	0
2666	3	0
2667	5	0
2668	5	0
2669	9	0
2670	1	0
2671	1	0
2672	9	0
2673	1	0
2674	5	0
2675	1	0
2676	4	0
