POS	exp01	exp10
1356	1.866	1.106
1357	1.866	1.106
1358	1.866	1.106
1359	1.866	1.106
1360	1.481	0.3827
1361	9.06	13.23
1362	1.481	0.3827
1363	5.13	5.432
1364	1.866	1.106
1365	4.345	11.52
1366	2.545	2.263
1367	2.545	2.263
1368	2.545	2.263
1369	2.242	1.769
1370	2.108	2.15
1371	2.958	2.52
1372	1.459	1.045
1373	5	3.926
1374	3.522	4.862
1375	3.522	4.862
1376	9.23	8.943
1377	1.459	1.045
1378	1.866	1.106
1379	2.056	2.643
1380	2.853	4.463
1381	4.99	3.23
1382	2.056	2.643
1383	1.459	1.045
1384	1.459	1.045
1385	2.058	2.674
1386	1.481	0.3827
1387	1.866	1.106
1388	5.787	3.975
1389	3.905	2.691
1390	3.905	2.691
1391	3.905	2.691
1392	2.094	1.391
1393	2.18	3.201
1394	2.476	2.696
1395	2.752	2.92
1396	1.866	1.106
1397	1.866	1.106
1398	1.866	1.106
1399	2.001	1.959
1400	2.929	4.528
1401	3.136	4.581
1402	2.607	2.056
1403	2.313	2.049
1404	2.815	3.242
1405	2.952	1.459
1406	2.607	2.056
1407	2.806	3.912
1408	2.806	3.912
1409	1.866	1.106
1410	1.866	1.106
1411	3.956	2.515
1412	3.016	2.266
1413	1.459	1.045
1414	3.388	2.151
1415	4.133	5.417
1416	7.88	2.798
1417	2.122	1.593
1418	1.866	1.106
1419	4.127	5.001
1420	1.971	3.028
1421	1.447	2.006
1422	1.866	1.106
1423	2.094	1.391
1424	1.866	1.106
1425	1.866	1.106
1426	1.866	1.106
1427	1.866	1.106
1428	1.866	1.106
1429	1.866	1.106
1430	1.994	1.445
1431	4.03	2.637
1432	2.016	3.484
1433	2.564	2.237
1434	9.3	9.36
1435	2.122	1.593
1436	2.094	1.391
1437	1.866	1.106
1438	7.12	6.665
1439	7.12	6.665
1440	7.12	6.665
1441	8.969	7.744
1442	7.12	6.665
1443	1.866	1.106
1444	1.866	1.106
1445	1.866	1.106
1446	1.866	1.106
1447	2.358	1.742
1448	3.29	4.138
1449	2.242	1.769
1450	10.7	9.835
1451	7.854	9.408
1452	5.044	8.499
1453	2.807	1.287
1454	1.459	1.045
1455	1.503	0.5208
1456	4.313	1.503
1457	1.866	1.106
1458	1.866	1.106
1459	4.235	3.188
1460	2.43	2.444
1461	2.094	1.391
1462	2.061	4.292
1463	2.34	1.753
1464	5.105	5.25
1465	1.481	0.3827
1466	5.336	4.622
1467	2.564	2.237
1468	4.818	3.22
1469	2.912	1.253
1470	2.094	1.391
1471	2.094	1.391
1472	2.094	1.391
1473	3.501	3.614
1474	1.459	1.045
1475	3.523	4.387
1476	5.207	5.054
1477	2.485	1.926
1478	2.078	1.965
1479	2.783	1.959
1480	1.866	1.106
1481	1.866	1.106
1482	3.956	2.515
1483	2.297	2.551
1484	1.955	1.381
1485	1.955	1.381
1486	1.955	1.381
1487	2.621	2.527
1488	1.955	1.381
1489	2.621	2.527
1490	2.621	2.527
1491	1.955	1.381
1492	1.955	1.381
1493	4.623	4.086
1494	2.622	3.56
1495	3.388	2.151
1496	2.094	1.391
1497	2.094	1.391
1498	1.459	1.045
1499	3.075	1.487
1500	1.994	1.445
1501	2.242	1.769
1502	3.477	2.486
1503	2.094	1.391
1504	2.476	2.696
1505	2.815	3.242
1506	5.36	6.536
1507	2.806	3.912
1508	1.843	1.436
1509	2.755	1.655
1510	3.524	4.609
1511	2.815	3.242
1512	2.094	1.391
1513	2.313	2.049
1514	2.545	2.263
1515	2.094	1.391
1516	2.476	2.696
1517	2.476	2.696
1518	4.597	4.048
1519	4.597	4.048
1520	3.111	5.067
1521	2.607	2.056
1522	2.094	1.391
1523	2.094	1.391
1524	5.004	3.861
1525	1.866	1.106
1526	2.094	1.391
1527	2.545	2.263
1528	4.885	4.053
1529	4.885	4.053
1530	4.885	4.053
1531	4.885	4.053
1532	2.545	2.263
1533	2.242	1.769
1534	2.242	1.769
1535	1.594	4.008
1536	2.476	2.696
1537	3.65	4.54
1538	5.478	5.966
1539	2.532	7.153
1540	5.715	9.825
1541	2.545	2.263
1542	2.094	1.391
1543	2.169	1.543
1544	2.242	1.769
1545	2.242	1.769
1546	1.866	1.106
1547	1.866	1.106
1548	1.866	1.106
1549	1.866	1.106
1550	1.866	1.106
1551	3.999	2.74
1552	3.999	2.74
1553	3.999	2.74
1554	3.999	2.74
1555	1.866	1.106
1556	3.385	1.993
1557	2.34	1.753
1558	4.211	3.443
1559	3.999	2.74
1560	1.955	1.381
1561	2.108	2.15
1562	1.866	1.106
1563	1.866	1.106
1564	1.866	1.106
1565	2.621	2.527
1566	2.621	2.527
1567	2.621	2.527
1568	2.621	2.527
1569	3.524	4.609
1570	1.866	1.106
1571	2.512	1.954
1572	2.058	2.674
1573	3.524	4.609
1574	7.713	7.78
1575	2.545	2.263
1576	2.094	1.391
1577	1.459	1.045
1578	2.545	2.263
1579	2.623	2.362
1580	2.703	4.198
1581	2.476	2.696
1582	1.481	0.3827
1583	4.492	4.978
1584	1.338	0.6736
1585	1.503	0.5208
1586	2.649	2.298
1587	4.336	3.817
1588	1.459	1.045
1589	1.866	1.106
1590	6.281	8.871
1591	4.359	3.052
1592	2.094	1.391
1593	2.094	1.391
1594	1.866	1.106
1595	1.866	1.106
1596	2.574	4.605
1597	2.815	3.242
1598	3.59	2.882
1599	2.094	1.391
1600	2.094	1.391
1601	2.094	1.391
1602	2.094	1.391
1603	2.094	1.391
1604	1.866	1.106
1605	2.545	2.263
1606	2.607	2.056
1607	5.201	5.586
1608	1.866	1.106
1609	1.459	1.045
1610	1.866	1.106
1611	10.58	6.269
1612	1.481	0.3827
1613	2.485	1.926
1614	2.001	1.959
1615	5.252	4.728
1616	2.545	2.263
1617	6.385	5.75
1618	6.385	5.75
1619	5.463	7.266
1620	7.583	7.511
1621	7.583	7.511
1622	2.094	1.391
1623	3.59	2.882
1624	3.59	2.882
1625	1.866	1.106
1626	1.866	1.106
1627	1.866	1.106
1628	1.866	1.106
1629	2.242	1.769
1630	1.866	1.106
1631	1.955	1.381
1632	2.778	2.559
1633	2.058	2.674
1634	1.481	0.3827
1635	5.019	4.209
1636	1.481	0.3827
1637	2.094	1.391
1638	5.544	6.788
1639	7.447	3.337
1640	2.623	2.362
1641	3.905	2.691
1642	2.689	2.495
1643	1.866	1.106
1644	1.866	1.106
1645	3.587	3.566
1646	2.6	4.438
1647	2.689	2.495
1648	7.053	7.312
1649	1.866	1.106
1650	2.564	2.237
1651	1.866	1.106
1652	2.094	1.391
1653	2.988	1.493
1654	2.738	2.737
1655	2.313	2.049
1656	2.476	2.696
1657	1.866	1.106
1658	2.379	1.725
1659	1.611	3.964
1660	3.641	3.811
1661	2.623	2.362
1662	2.689	2.495
1663	6.714	5.1
1664	2.094	1.391
1665	3.777	2.649
1666	3.136	4.581
1667	2.242	1.769
1668	2.25	2.024
1669	2.564	2.237
1670	2.094	1.391
1671	3.184	7.067
1672	3.136	4.581
1673	2.094	1.391
1674	2.545	2.263
1675	1.866	1.106
1676	1.866	1.106
1677	3.666	3.499
1678	1.955	1.381
1679	2.03	1.299
1680	2.03	1.299
1681	2.607	2.056
1682	2.607	2.056
1683	4.127	5.001
1684	2.621	2.527
